Rank,Wallet,Owner,Balance,XRP Locked,Percentage,Total Balance
2815,r3QPYqS41DveGLKkK5sWSPAcZL8WpJkbtv,,897893,,0.0,897893
2816,rUV96EqrfyhPwZYhMvDk4uBBmVvL89fNqn,,896308,,0.0,896308
2817,rMjf2fL7aUcXyAyEGsS5h9sMppHnFYxJhx,,896237,,0.0,896237
2818,rhpQa2kwDBjdDCFyqxF3Eeo2zGMv2wbDne,,895455,,0.0,895455
2819,rnmDH7poipPSgtqkQSJm98e8RiBBB7phcN,,895148,,0.0,895148
2820,ra1ZMrtxGctWWFzwsLf57R4RNhGnxyc5Qu,,893807,,0.0,893807
2821,rHjtzKHMdSHVnkoeft67uc5BvDmvt2MKWw,,893744,,0.0,893744
2822,rBhJJV6eKogaJnfqgZxUy2SCrvFxmZLcnX,,893268,,0.0,893268
2823,rHTXVBVxQAUPG5MNHw4UdJpqtCchW6NwGM,,892946,,0.0,892946
2824,rKj4W5xaTE2iFEoUVyu9cfPQGSd77VNXux,,892658,,0.0,892658
2825,rpHJf69ReqbD6Dv9dqhNzYp8TPopNfNHgz,,892382,,0.0,892382
2826,rD63UqS5oLSLdBtsJdmXqh5kvfNqZXtY6v,,891409,,0.0,891409
2827,rBM2AncY1nquKvY6C3snoVzDH9gZGq3J3N,,890801,,0.0,890801
2828,r3kcKJVU499afNaDZa9U89aw1iVmxvJY4u,,890740,,0.0,890740
2829,rETev89UN8H5rFtfoA36PKYe46AvMDChBb,~takigami,889959,,0.0,889959
2830,rEuiRxSegJywkqyHRb4JpjZ2VAxrkp1fpp,,889933,,0.0,889933
2831,rN2dBPDr9aSDP4rsU3z8NekGnwVkA8Kiy8,,889000,,0.0,889000
2832,r9GG16EVPcbFrrY2JfgzQpeYNMzFmXa5Gr,,888802,,0.0,888802
2833,rrhFiGNGPxJiMUrr48fCEDWKKQn9Fti4JH,,888673,,0.0,888673
2834,rMTrKAs9zUKSNtQwtWiHwCXs2VgpA4K97u,,888404,,0.0,888404
2835,rPa1vei1TyyhBnikWhgw7RqAetVaGEwobi,,888404,,0.0,888404
2836,raDojM38frDZz21fRr2c22iU6ryDNb83ot,,888403,,0.0,888403
2837,r9wz9Q2dd16cczXXaPmq7rjt7fugi9yvUx,,888402,,0.0,888402
2838,rhMfDCJhazCw9ppRhTAu6eWNXZMYDaNWpm,,888400,,0.0,888400
2839,rETWmHhH9HqWZLTvMRyu9Mvp9Rg4Kfu8Z2,,888399,,0.0,888399
2840,rUeFJxTnvkS8aHeg6MguYw5dX1LKbbeXoi,,888399,,0.0,888399
2841,rn5g9qnvmRPbtsp6h2QPM1yqSKd2XmeDhu,,888398,,0.0,888398
2842,rGXH5A3gzGWpsa85EsSDtfXmBKHWEDs9Uv,,888398,,0.0,888398
2843,rPhs7ZzGFFwfxH6c5Dw8rs2YRJLSj1nYCs,,887927,,0.0,887927
2844,rEvGiBMKajcenhjJ9BCxUvTSjtGxf3aGgY,,887909,,0.0,887909
2845,rD6dgeYv7JjDn4k5JtzxRmH3W4PgNDjS2h,,887541,,0.0,887541
2846,r9gCSTMT5CTBr8ryXTwJJinhQu5JxXpcQR,,886565,,0.0,886565
2847,r9jt31tEVN4jvbbpwtZhu3KqQ2sKPnVovS,,886387,,0.0,886387
2848,rLoG1pNLZN6KVNMcsfu8KPtektCYXv9mn4,,886369,,0.0,886369
2849,rn2qtAPvfpnTn7pwdXgFkaqhivtWeKMXhA,,884759,,0.0,884759
2850,r4SroHKUHC6UndVgCr2WEE6yXGdfsCYns3,,884715,,0.0,884715
2851,rQ9dUXAHwGwLgmfqL8WrezwfZ9TRGbDVDG,,883717,,0.0,883717
2852,rPzDDRoHkcnzwmjkUeTnNZsnrcHzfQnxvX,,880852,,0.0,880852
2853,rhERgYasHi1AmobvBisTR6pPddbG37tzJo,,880758,,0.0,880758
2854,rGPcSFsTKGe8kcJ1ts866YBa1P5dnaqixT,,880504,,0.0,880504
2855,rBagizNhNs1Q1QB8e95HNUSXSLcEgWW7JL,,880413,,0.0,880413
2856,rGKNAxxuafbE5uCjA43AeGahvt3qrrMmQu,,880001,,0.0,880001
2857,r4zSkdjziRxUVmhSRCiM5qNHCSQsBXo3sw,,878800,,0.0,878800
2858,rsGfENDmdsoEmx2Qg7Zntc7yt9ZSdBEXjt,,877933,,0.0,877933
2859,rLbtKpjWut2ET3zVGMSAh8rYDyV2iAwSWe,,877570,,0.0,877570
2860,rJSDfmq8pSjV33YiQG8o26Z85qFUPnYtoR,,877225,,0.0,877225
2861,rsuM7Vb71r59wNsnXjUCoVFGoPe93miLAf,,875554,,0.0,875554
2862,rsrHEWKwFq19syMj2urHKFcZHMCA7kyh1E,,875000,,0.0,875000
2863,rDKvENFRxCYeGoGy7uKzvpQpkxg7z9Bc74,,874266,,0.0,874266
2864,rNWAYCSrdCA44EJkxLTB7wnbyoaemTFJw6,,873606,,0.0,873606
2865,rNEpDadBRiTzGhrMFZd99QRMc4NyX8DuTh,,873465,,0.0,873465
2866,raHmRZScJY6cGBxQajh1fzcR5m5kPimhjs,,872757,,0.0,872757
2867,rJEwrpG9p56HgHtXggWbdoomh8z8gdYFGw,,872470,,0.0,872470
2868,rEXgWdnk1b8vraf91UEP6K7ZciFo4Ro15H,,872431,,0.0,872431
2869,rEsZtsv1ur8fCJkrj3p5Kwt73VPNxgVjVW,,872237,,0.0,872237
2870,rwYpBBorqwuwHcnrN9onkPwduaNK3fuKjo,,871423,,0.0,871423
2871,r3tfGQsTJ1t6qALHqQfHVoxZ3cLGgNXN3,,870765,,0.0,870765
2872,rEQCuqf7ir4BaZ2c1yHAiSQ9CjzoV3YGfE,,870501,,0.0,870501
2873,rHuTgrsPNoBdytWaBPHrx18m5xkw6Q8pin,,869885,,0.0,869885
2874,rKqmMYP44Cwx2Dbt5iN7WDkyfmgutMJSML,,869593,,0.0,869593
2875,rhB7GCNpQQygoDBLZK6HCRAYKYzG5HUrRZ,~pos7777,869165,,0.0,869165
2876,rMpVwAvQw6rqeD5bmmTCY8HmV6iVfjapsJ,,869031,,0.0,869031
2877,raJ9n5GGBLpZeJUsNVxDPZJ3Jov6cR4YV3,,868658,,0.0,868658
2878,r4hV3HtfCr1P8sDuhb9WPj5sv2KE2Hymh9,,868128,,0.0,868128
2879,rHK2jiDXGuo5yArM8rLr2S5fuYQsEaBemz,,867697,,0.0,867697
2880,rLZ8KowYxxsJgc5cQFSdeYn9LXiHg5Htvs,,867401,,0.0,867401
2881,r464WVLCgXaST2Gxiexe3CNDufLYQueuWK,~scott-trade,867305,,0.0,867305
2882,rHfEHHDgq7pXXwVgBx7a1fSAa2mQY4RbAk,,867151,,0.0,867151
2883,rha1B1T42DvoFGqi33VZ4FLBi6pWTmLVEg,,867012,,0.0,867012
2884,rpYWJNbMSNktSe6TMct7Z5h7aQqBQY3w7r,,866895,,0.0,866895
2885,rpmNujMciYja4RrKzNdQwSsiqczpDy9shC,,866764,,0.0,866764
2886,r9BEkHebwrdFstgg51mgTQzmY4m7F4J6Hf,,866267,,0.0,866267
2887,rp3RmaJJ43S82d4hsqPrsMtJTk3rbRH98Z,,866049,,0.0,866049
2888,rfqvJcnUNXDYoFfQ6kkDQtTVGqXUxCgYAD,,865560,,0.0,865560
2889,rLEEy2hPuBXbc3V71AjmtVSangGvbB5Htp,,865400,,0.0,865400
2890,r9meonoqYWcGwexfW6AamEDe94AvxuE2dB,,863054,,0.0,863054
2891,rH4mJXCWj9B3oEh59Zz7MmortzdyXi7bCd,,862209,,0.0,862209
2892,r9Bj3FLxAxzJ6vTzaGm6A7xBFnWUjxctBt,,861950,,0.0,861950
2893,rMcyXQNwrhPhU3mQVNiUWavUmUuhJHSipc,,861877,,0.0,861877
2894,rUKXZrhvhdVqerJUGmkVXotm8edZt1kCu6,,861839,,0.0,861839
2895,rUs7MQiXherjELXQCRX1tL14zvG54zFr5t,,861616,,0.0,861616
2896,r3uYiC4DfMbbKHHugJ7byJ3Fx24zaq8uJB,,860798,,0.0,860798
2897,rPmKFWf1T1y8EVqoZ9BmnDof2QwhjUa76n,,860762,,0.0,860762
2898,rMUe9QoGRBKDBju2cKWAxriJ2HBHZuXoVe,,859604,,0.0,859604
2899,rUCDTDbd7KdaEJ924MtsJvdV2eDaFmxWnR,,858932,,0.0,858932
2900,rfD8w4HmJPQkMMqPt3tyNH2266KQixQRgu,,858160,,0.0,858160
2901,rJF1o3n7RTBTQfyD4bMCPBvqza72KFtrE1,,857260,,0.0,857260
2902,ra1HtD1wLS4moLWxeW1suKv5hRKPvT6dt8,,856960,,0.0,856960
2903,rPw1DnfNtSMMhBQXBqkyKCeFkuMutkxe7g,,856523,,0.0,856523
2904,r9ckRxkv7t1SihaMwC2m7P8emLnTzcaK7D,,855862,,0.0,855862
2905,r9AiSmdNWafQwhZZiTgArcwCieb3MXBHju,,855598,,0.0,855598
2906,r4CDcKPV4osJp3MV9i8CDeUcxak2X7DjcQ,,855487,,0.0,855487
2907,rD3imGdTEqUV76Q4rEvddWv5KvA9UjgGG4,,855379,,0.0,855379
2908,rMUf9wasUFnR8drLDanMURLTr1pFxomANM,,855379,,0.0,855379
2909,rMcHKU1j4JVjG3QHfrcweNAuE9u11Aq1qG,,855379,,0.0,855379
2910,rpuLddgL9UL9wpqhuqk3ji3BiK884s3BC8,,855379,,0.0,855379
2911,rU5TeKQuk7F6LvFd5UJRAL9Ge9ZTJpkCPh,,855379,,0.0,855379
2912,rKo7nVfYX6uDRWLh5p71686RpAdzqSgWcK,,855379,,0.0,855379
2913,rKh1v83kgoVCnd44W8bMk5s15JL2k37vuo,,854812,,0.0,854812
2914,rPcADsRYaKcXN32xmZF8heNNNGY5rKLGe3,,854031,,0.0,854031
2915,rM4LdrAVvV2sDmEjpwExxLDDWNzL4GnfQk,,854001,,0.0,854001
2916,rKJwWS8nHLiHLr8fAZMwMoy4DWZnWstkXb,,853811,,0.0,853811
2917,rGKoH29vTj3bNVYUrzvybk1JZJ8doSJhW3,,853365,,0.0,853365
2918,r4DChXFE2AXu9WFxC3JDsZMJUjkRUep9DX,,852944,,0.0,852944
2919,rhp4JdGdtY72y1j6p9imJtBTaGc8GZVrx5,,852944,,0.0,852944
2920,rDgkd8UtpTxcysaiFkSDMHKvwgs96DqNfF,,852944,,0.0,852944
2921,rKT2zWjVKBVmzsgBSPma8cmnjGrK7wYoZY,,852944,,0.0,852944
2922,rKpJqejGMM4UCm37PPCtk8ajnyoRdNDv4u,,852944,,0.0,852944
2923,rP6G6NhntTDm4tAsLxmeGBNEW9ZcV9nHPR,,852944,,0.0,852944
2924,r3whGjvLiun2xN13CXKC2hrizqBndpEua9,,852944,,0.0,852944
2925,rfz7FXpHTxAqpyBHayDUcRXZBZTzvQipjQ,,852944,,0.0,852944
2926,rG87FHQFZ3i6uoxWEJF7q68D46wK4X6nRD,,852944,,0.0,852944
2927,rK255iY9Y5nraebNRU8i4DcjSb21uZUcq2,,852944,,0.0,852944
2928,rfovK3DkrEVfontFf1UixD4w7QPHin1Z1S,,852944,,0.0,852944
2929,rJBMRBJAwbZ2cNTdZrRAnd5GejyV8tTWUv,,852909,,0.0,852909
2930,rK5aesrNqaZXxuGL59VJfpZMWeg56L1dCX,,852601,,0.0,852601
2931,rGaSpbuVeKe9uZn869vEqCrdytURyMaLwL,,851372,,0.0,851372
2932,r4jZrzcpMqGGvei5Ff64HPkVBxvaHQRcYU,,850651,,0.0,850651
2933,rGYTw3gM11SAuJw3aSeUgyor4RQRXRkEYk,,850500,,0.0,850500
2934,rKDAwsGySg2aEEveH6Y9nRuY2GHLThYfyt,,850420,,0.0,850420
2935,rPTVioysWfsKrNn3DXqPpkVyHMvq38sxhg,,850262,,0.0,850262
2936,raAdVvg9Wg8dehgSGuPVUYRA51sKV9LhdL,,850235,,0.0,850235
2937,rweCHSdTMdWBXeW7UfwTinvxFGUX91ZmM,,850075,,0.0,850075
2938,rsmvqfnvHRofpKPG5KXXqAj432RMHLFjXX,,850000,,0.0,850000
2939,rDidseWjUVJVVvyBgtFp4bnSkZuET1UuQ1,,850000,,0.0,850000
2940,rD8GdCgV37SBVBkAkfrvfzuwvbJtNZRtw3,,847734,,0.0,847734
2941,r9T45kH9mjB6rcG5k2YCXGr8huHFZA4gvY,,847688,,0.0,847688
2942,rEkEpAsuV5DHMQXq3wu4qsYzyzhppTX3DG,,847200,,0.0,847200
2943,rJStix4axYSYNBnFGKZteJzchXPQQB7GrZ,,846908,,0.0,846908
2944,rMfpsJmBcz148fVXyMkvQ9Cn2A4jAJaubv,,846654,,0.0,846654
2945,rJrdKijDC2Sd8CJUVJ3x4DEskTiqbyBxK7,,846609,,0.0,846609
2946,r3omp7hU8ZAFnZ66BmZQwV3UVv6CNyhigv,,846208,,0.0,846208
2947,rG7GcbJFuL755v5NmpWADTWjJwJp7S6AuR,,845001,,0.0,845001
2948,rPeCTVZ4cf28psyFJnSLXfWwUdMXCq2wMJ,,844503,,0.0,844503
2949,rGhwR5REyp2ZDBJxKN1FdMGEqWNDwyX2xG,,844009,,0.0,844009
2950,r9G2J5U6HecNaKnJhhznzRwojH7ciPgXnh,,843925,,0.0,843925
2951,rnEWXn4W55g4bffcfJVXZoh76Drxx6DW8z,,843496,,0.0,843496
2952,raMan7yx34dpga9dvnubVK1oUwkt1RJqtL,,843110,,0.0,843110
2953,rDhGWiPTefhMUXkZvLFNEULRxoWTJPEqDK,,843110,,0.0,843110
2954,rJXvvzCHSbm14na8J8igVALkgfABDnEK7B,,843110,,0.0,843110
2955,rsRPfRyWvu9WBkYFLJTy58buJCRzSCk38C,,843110,,0.0,843110
2956,r91K1RMLJcFgCS1KGL7L9abKZKzR3hsEfJ,,843110,,0.0,843110
2957,rnftYx8hykihzusq1uCuVd2XMVbwkHM4yY,,843110,,0.0,843110
2958,rnYyDPa1ScZ2n5oifZtNTkdWNrMHapwehV,,843110,,0.0,843110
2959,rHbJwQt81CAdRHUBvryXK4YGTQxS1Pc28n,,843110,,0.0,843110
2960,rncyJfS176kvzVVLzEN2MfJf5NxPdUFCoN,,843110,,0.0,843110
2961,rfvEeoQk8joH4BSeKHvXTxsoWijXPJCxap,,843110,,0.0,843110
2962,r3WMZvNNscYmktCjnPZVngzk2E2ZHgK4cR,,843110,,0.0,843110
2963,rhDfzARaQhVtmsMz1AGbPgHYSh3hvpA3x5,,843110,,0.0,843110
2964,r9j9estMEbXCQTeHgPq6nwiwR8tmJ6E3Tr,,843085,,0.0,843085
2965,rprKEqzM9DtiZadx6T8tR3wKjVAvCNDre1,,843064,,0.0,843064
2966,r3WGTNVadozBFWFKvJ9zqN7F56ip4rkhLF,,842977,,0.0,842977
2967,rhpPzYgx9YrmbeafoncJpAMYyUwebdS6o8,~ChrisCook,842765,,0.0,842765
2968,rJkknbCwP14TKZXCV7v4qRqiWuFMWkJYpK,,842641,,0.0,842641
2969,rKmag9AyQeNFUUiTBcQi2YQGRdGJCoFBY7,,840055,,0.0,840055
2970,r4wSi2Q6iANvEnXHqeq2K8L5oChYAJRBDp,,839878,,0.0,839878
2971,rGSENSiYGT3ZpDuWrNkFb6rJumg46UcWDT,,839872,,0.0,839872
2972,rECdenxm1Wf4bJJHYBK8ZbhJWkXBgF6ND4,,839871,,0.0,839871
2973,rGmLQAShiyME4Sp8DnrHzZZDJkUJY1iNyp,,839779,,0.0,839779
2974,r3DHnPFy94K5kQbmibMFEU3Fcqo7ayV1T5,,839704,,0.0,839704
2975,rwQicaQMkXmdeQZmWpQf5muyERva4g9tgq,,839533,,0.0,839533
2976,rhNGrTWinv1a9WWQv4qofXubDCgSBags66,,838890,,0.0,838890
2977,rhtf4pi9vEDNYUnsJGpreEwcJb4N1tenw3,,838646,,0.0,838646
2978,rLy1fUJzsuod6jExzanHPEZegbvPeGwTwc,,838252,,0.0,838252
2979,rPjyB8NjGovb1tNVyqWahXviepcZZ9vwif,,837902,,0.0,837902
2980,rPrhfTW6BjfNAQYD4UmZNSCuESwpMz9px8,,837857,,0.0,837857
2981,r9emGQ9nJWuSvzf9Z2sAs8aQYRRDSWyRrm,,837726,,0.0,837726
2982,r46tFcj3FCwLujMGoiRZ5cLnsJLxViFgtE,,836736,,0.0,836736
2983,rGDR5jAmVf9DUraUqbFi427mb7ioQMMHWK,,836735,,0.0,836735
2984,rnWge6kwryNLqrKMP7F1YKjJWVhYAyRKeA,,836680,,0.0,836680
2985,raECnbTYkwvdQDSTqQZ6e3GJD3onxsvjPo,,836599,,0.0,836599
2986,rN8bnHMwLSrys3Skvix88eBiHUTiRFnXhj,,835044,,0.0,835044
2987,rh4wB4FBKV746RvfPPQXxHcuJN6XYLdT7v,,834592,,0.0,834592
2988,rfm5SKKZiJ7atin3rVQqXwWxWP8zedenyk,,833437,,0.0,833437
2989,rPLVBdY1mBC2XYSueQNQ5fT4hbaZjXAhbV,,832831,,0.0,832831
2990,rLPMv39EtSHSuYT9FVjM5agkTBVi34gJ5W,,832546,,0.0,832546
2991,raYhjqpesrThHLuMFNSRcfEte2Yu51tCGY,,832500,,0.0,832500
2992,rnYRp7XoXA7vctxrQJ3dDsAAVt5vfAALsY,,831846,,0.0,831846
2993,rMumfjkG4UaonLw5fMrmpTB1eFnWYVmPXV,,830956,,0.0,830956
2994,rnQD4QSuDu1G76U2B5XVvQGq7vAgTcHurf,,830000,,0.0,830000
2995,rGqxLckbK9DE2PrTrv2g5SsKCNFBdk5sNx,,829851,,0.0,829851
2996,rsmdiTd83gpnvgGKMoTXJBggscvSuP67n1,,829211,,0.0,829211
2997,r3y1tQ6Eqafamn57hDTR3FjDZDCsBk5M1q,,829015,,0.0,829015
2998,rp1vRBzdsFeHDskNV2B1J9Ev9Aqc552mkf,,828453,,0.0,828453
2999,rBGabHCVdLEvxBVa7dkAkLYnqSzd1CpqaL,,827722,,0.0,827722
3000,rKMrci4MVVPDBkK1WdogJXw2pEALraRJm2,,827548,,0.0,827548
3001,rEpnmE53gj3F7MD8PQWV1ZSAGQp7YfBFPq,,827454,,0.0,827454
3002,rJnBodcGWf775TuQYxDC3GX3F8Pck3NCoe,,827443,,0.0,827443
3003,rsDBrf7s4coeXTnjqEki19Y6CR5ohZJV4R,,826474,,0.0,826474
3004,rD25Rpbeei4oFqhYF9VvVwd3PmVY66ZzDB,,825914,,0.0,825914
3005,rB2RkzqZ6FWzHD1kQ7GA3WMSaZSJCXRF5i,,825626,,0.0,825626
3006,rNvPkPkRK4aRdmyBXaLKo2teqEKnvge6XJ,,824579,,0.0,824579
3007,ranJZeybP2aXWcyj7aiTeg6uRGNu1mJKKY,,824494,,0.0,824494
3008,rNvXtJhpdGXNZbzeDUTRXNg8yLG65ufMoq,,823571,,0.0,823571
3009,rsbBsQymNdTBhLEAvgYZgWktubjRmXTpLD,,822877,,0.0,822877
3010,rp41SFwwu3Y22V235Kti69yDy17N1JZX1F,,822727,,0.0,822727
3011,rP7fL5iEtUAiX8QUuX4uUyssK7NEvCDJBm,,821708,,0.0,821708
3012,rKwK4WSnK9kkDX2rjS1HL83W8UxRELBFCQ,,821396,,0.0,821396
3013,rGexzXyH4zc7eogKzpZY8x1NyAB5wbLZwy,,820001,,0.0,820001
3014,r3YZmRoEsWZazEmoGthqut14igvWb3d483,,819689,,0.0,819689
3015,rBuaMf7zQNyU4UMQ5ARWe4LSTxq35CK8V9,,818758,,0.0,818758
3016,rLGE5FhMxjaCpW1v4FhB427jgbZbNsMTZA,,818464,,0.0,818464
3017,rGZ1Swh2sSjA2PUkwJoHK75SrJVQSF3b9C,,818309,,0.0,818309
3018,rJ7x5GJCRwwCq1m6JqXr7wK43nHKTp7uq1,,818309,,0.0,818309
3019,r4XWkcmddetf5uMMj5DdEtfJwpL5CGpgqt,,818223,,0.0,818223
3020,rEp8pQcbXngNwPs7ftSGCbqHwwUL3syuNz,,817786,,0.0,817786
3021,rJuJxcv3a69GPktaTDDpdr6qBUwg23oemq,,817732,,0.0,817732
3022,rNVcYmaQ7yNvDA9Apg1SAxaJEAxn2BzM7Z,,817150,,0.0,817150
3023,rHfTgbv3cfYYq3JnSzof48x1roNeKWjhTr,,817150,,0.0,817150
3024,rNdn1bEZqkUCyF9dt5iVX4eVAM7Fa39gN,,817150,,0.0,817150
3025,rDDnmNAAiSMEe8mM8D62YWoPxVBzxX4Zvr,,817150,,0.0,817150
3026,rJmBbytgLQannUxeX8dPwtZixbRBscYtgf,,817150,,0.0,817150
3027,rH9bAC93RadNCH3EBFxRG6nhV85jATTVXm,,817150,,0.0,817150
3028,rMvjioJJRLL1c7zZ3YQaKUD3ucf7EPovbg,,817150,,0.0,817150
3029,r9Vbg5pHCGMA1L3GFkaKfafVrsaFrF5gCr,,817150,,0.0,817150
3030,rhoKFMrPdP6q5VWqM5vFaDAiCTT1CGSvrf,,817150,,0.0,817150
3031,r3vNC8yfouFeV6gnbH4T1k7ErZWRgTDgqe,,817150,,0.0,817150
3032,rhzHtPRqXkRShh1GUmeLNazcdwWbfGnv1V,,817150,,0.0,817150
3033,rwdG2tMFc7gqHGixdWBfHeaXPGZxbLidTK,,817150,,0.0,817150
3034,rfvZrJoJ99AQssLZDGZ3BNkE9mE6UsJX4r,,817150,,0.0,817150
3035,ras8kTrA6gsF5yRuW8agbyiQCSWvNQNhZD,,817095,,0.0,817095
3036,r3Em6oQ1xXYzZkQjoGzFVJE61H61Y28CBq,,816727,,0.0,816727
3037,rw3VwfH9Ks33hbaYpUtAED6ehdR4y1VEPU,,816557,,0.0,816557
3038,rPRrVXsAm7ygtnMUh2MDnDrNxSde4aJuCK,,816040,,0.0,816040
3039,rsZUERgbpPtJhRXJzoDUuNLncUYHm34svD,,815695,,0.0,815695
3040,rDEfUK4bGSukEaPutFcguvVAi51RH1SJAW,,815090,,0.0,815090
3041,rBab2dq9TvkPiEtG2RSNBcdRwH7AwsGtTA,,814149,,0.0,814149
3042,rUTFm2xkZKPpVe4jJj4n4nrUGD2AKABFyj,,814121,,0.0,814121
3043,rLpYFBD9RnLTV4F8YG3TXtoRuZVHzKePfp,,814083,,0.0,814083
3044,rD9yBuvcn8cCJf9up4JNZZkn5Zhcb1Zuog,,813877,,0.0,813877
3045,rBfCebjr3Tu8qpQQ5MKJoVMwHSpexnbCmX,,813307,,0.0,813307
3046,rp4DBSY9mRa9nFKQok8YJHMnuK6nGPBrgU,,813262,,0.0,813262
3047,rKd7eySvcHrv7PCFQyZTDMLPkVqRV6qMci,,813120,,0.0,813120
3048,rE5j2FbhA13vA3fz6JCPPLVcEfUEud3qcn,,812937,,0.0,812937
3049,rHaCxgvrxRzSxpCaTM2W3brH9vWM5DqiA9,,812932,,0.0,812932
3050,rwkrmSWaYkuuhJQV26YLxqP5fZoybseYXZ,,812887,,0.0,812887
3051,rHCkVjVphfZ8oE1ZhA2xV6buQ19iX9NKma,,812699,,0.0,812699
3052,rEGxQqPcxMKFsvtgpgPUxDPsxXzNQdQkhW,,812594,,0.0,812594
3053,rPCzefr1b86FcbmhJkmLAMC47QzvLkdwNh,,812256,,0.0,812256
3054,rn1Fq3Sdd58Fod8rqexE4KVYYVyHRn814a,,812000,,0.0,812000
3055,rwSjP7PVuPC32rSt3ne4w8iZfJaToi8LX6,,811420,,0.0,811420
3056,rEyWpdUsaL6HCj5iJ7QBTK78bTpcVPaBQk,,811283,,0.0,811283
3057,rNupBTTsFTXCbE6zQPRKxw9ggF1GEDYTen,,810348,,0.0,810348
3058,rPRhbZqPG95v6YgnpAAjjTCTdyKue5jxVg,,810261,,0.0,810261
3059,rE1HRBdkWfHKjAzHfP4jWzDGUDYieJAH2b,,810181,,0.0,810181
3060,rLZJjeBwxZSQe7Ctuxi4gt4ZUS4x8f2xwc,,810100,,0.0,810100
3061,r2PmzbapD966gA14jZqxap891WT5wpuUq,,810029,,0.0,810029
3062,rajW3HArrq5yA6KXud9U5VvWuZoLd5XTb3,,808674,,0.0,808674
3063,rMcrvAXyzxzd16j5TY9dXQim5mEVvUbBce,,808578,,0.0,808578
3064,r9KsRPkf6zT4bk9H3H8HHu68sPGcjHJ86D,,808476,,0.0,808476
3065,rMcLbnWkVS6S2HbYvMaqS1GR1sZi6W1dfZ,,808047,,0.0,808047
3066,r3cGsp6vjP7iNkhrQjPLGqV7RL3m1n8z25,,808000,,0.0,808000
3067,rJ1qBGUvTeSrEe8PmFq382eeGB4crXnWEt,,807890,,0.0,807890
3068,rUrW1qk5S92vaBpvtinAYhua2QGsE6KrTj,,807835,,0.0,807835
3069,rUgoyjj1xbf4JdN74mTLYYMtXb72EpHwxm,,807786,,0.0,807786
3070,rp3MMA5oSonUrLK9KiEw46roWsE2ecxeRc,,807754,,0.0,807754
3071,rPUCSiKG1rxGLhg7GjoXU6BHRyAA81YaoS,,807675,,0.0,807675
3072,r61tHM664V7y5sCJ6LmM1bcKY82tK5LkY,,807651,,0.0,807651
3073,rNFU5u6qUiPhW3arX52GV9dYwUHztf1tMb,,807619,,0.0,807619
3074,rDRfadZ8LkQ5y8JRwgbgUzNbipGmnamDxe,,807440,,0.0,807440
3075,rDNUVY9fP2euBAS4NZXJQuGzf49asKt7mQ,,807068,,0.0,807068
3076,rHCwQDQeGEqZT5R3fGjpG9QQrgiLeegkJy,,807001,,0.0,807001
3077,rnig4MDwTMFz8p6Aom6uYpbM6e4UMwQCUr,,806308,,0.0,806308
3078,rKDcDzXAvxTQji1FzJZX9Jo45t7ipy3ARa,,806170,,0.0,806170
3079,rDM6HhoDD52MeBVC3WaLAWrx5JY6UrZqFQ,,805887,,0.0,805887
3080,rL223qmYjKcQbcYYeJEX9uXLuMBcznFCcx,,805702,,0.0,805702
3081,rTDjfszUHnSb8MmKwAAxnzKfCh5tQotM4,,805631,,0.0,805631
3082,rNCfvrY4TWbMnQdEAuughx5FaoSGNnPvK4,,804850,,0.0,804850
3083,rDyzVoG1xnzeo54gMMTjdc5ir1DeZSwt9M,,804752,,0.0,804752
3084,rzRSWSBUvhndwX1hQYnYPZtev9c7zSfV8,,804671,,0.0,804671
3085,rpL3qovjwPjqne6r7LY7P5YKbnxiXAPSpE,,804375,,0.0,804375
3086,rNborE6mGA9YybkFbNjNp6a7V23mDmrowY,,803924,,0.0,803924
3087,rQ3ZxFHutsg1hYMmrhZn4EMDZ29kKsWim3,,803807,,0.0,803807
3088,rsATPde2oAuRczHV6oQ9AyBZsbvMQviNsr,,803510,,0.0,803510
3089,rDCow3VBYc7HW4YNu51pTJ7YvEAghqAhGX,,803384,,0.0,803384
3090,rhdy2cnYAPtFNEysxCQrCe3Gu3GfgidpmC,,803025,,0.0,803025
3091,rJNAkqmHA1ESTZvWzqQfGN9k5qdr1xXdgc,,802373,,0.0,802373
3092,rQDKZZNzn453oAtZU3b2rfn63a5aUfeBuv,,802310,,0.0,802310
3093,rsqjGthsbsjjfyNL374wGR5LsCG2sQi2K9,,801780,,0.0,801780
3094,rhaf1dspWytAm2fBNS5J5buzPYrnyiUyZs,,801509,,0.0,801509
3095,rEx2zQVPPFaMBoweAwcg8j6LNcK14TNy1U,,666452,135000,0.0,801452
3096,rEJkiHao7cW7jFP7rih7hD3NBzEoAx3Mai,,801423,,0.0,801423
3097,rsQQdkzVZvQyfqWdVdm71PKPuEEaykuhqE,,801364,,0.0,801364
3098,r9D5wjRyMixanxspxCeP9H6kmPvsGWs3Fi,,801342,,0.0,801342
3099,rKe75RXxS3yJ8nQebbTXGAu3fVXc32jiCv,,801292,,0.0,801292
3100,rNwErt29byvTsHdw2vH6dV4keLTGWf5Hx3,,801276,,0.0,801276
3101,rNWEY9dHosFahx3M9c48wt96H14vSCaLhh,,801237,,0.0,801237
3102,rNDy8tYy8LMNrVnQEchixJsxJakbAw51KJ,,801130,,0.0,801130
3103,rpFboKW7n5Hb2kkCjvSHUxLBCBUY6TpB7a,~ComaBerenice,800927,,0.0,800927
