Rank,Wallet,Owner,Balance,XRP Locked,Percentage,Total Balance
21,rUeDDFNp2q7Ymvyv75hFGC8DAcygVyJbNF,Kraken (2),558410408,,0.56,558410408
22,rEvwSpejhGTbdAXbxRTpGAzPBQkBRZxN5s,eToro (4),514976751,,0.52,514976751
23,rsjFB8mPWqiZgPUaVh8XYqdfa59PE2d5LG,Ripple (23),201,500000000,0.5,500000201
24,rp6aTJmW3nq1aKt3Jmuz4DPRxksT5PBjpH,Ripple (22),200,500000000,0.5,500000200
25,rfL1mn4VTCoHdhHhHMwqpShCFUaDBRk6Z5,UPbit (12),500000113,,0.5,500000113
26,rwa7YXssGVAL9yPKw6QJtCen2UqZbRQqpM,UPbit (13),500000111,,0.5,500000111
27,rNcAdhSLXBrJ3aZUq22HaNtNEPpB5fR8Ri,UPbit (14),500000071,,0.5,500000071
28,r4G689g4KePYLKkyyumM1iUppTP4nhZwVC,UPbit (21),500000024,,0.5,500000024
29,rJo4m69u9Wd1F8fN2RbgAsJEF6a4hW1nSi,UPbit (19),500000023,,0.5,500000023
30,rLgn612WAgRoZ285YmsQ4t7kb8Ui3csdoU,UPbit (20),500000023,,0.5,500000023
31,rs48xReB6gjKtTnTfii93iwUhjhTJsW78B,UPbit (18),500000023,,0.5,500000023
32,rJWbw1u3oDDRcYLFqiWFjhGWRKVcBAWdgp,UPbit (17),500000023,,0.5,500000023
33,rMNUAfSz2spLEbaBwPnGtxTzZCajJifnzH,UPbit (16),500000023,,0.5,500000023
34,r38a3PtqW3M7LRESgaR4dyHjg3AxAmiZCt,UPbit (15),500000023,,0.5,500000023
35,rDfrrrBJZshSQDvfT2kmL9oUBdish52unH,chrislarsen (4),500000001,,0.5,500000001
36,rD6tdgGHG7hwGTA6P39aE7W89fbqxXRjzk,chrislarsen (3),500000001,,0.5,500000001
37,r476293LUcDqtjiSGJ5Dh44J1xBCDWeX3,chrislarsen (1),500000000,,0.5,500000000
38,r44CNwMWyJf4MEA1eHVMLPTkZ1LSv4Bzrv,chrislarsen (2),500000000,,0.5,500000000
39,rBntsdo3fAS5sb3pqe7LvvxTS8qngFYAe1,,493492033,,0.49,493492033
40,rhREXVHV938ToGkdJQ9NCYEY4x8kSEtjna,chrislarsen (5),419999990,,0.42,419999990
41,rB1kVfLSxpXCw7sLCBcm5LFZYzkS6xmwSK,,408849383,,0.41,408849383
42,rKUhycGCu19u3GahFVSCqP5fBfCEzSoQbF,,394423920,,0.39,394423920
43,raFi32MjMmYehvVL3h7aW9pXZFcYJWV5eB,,383780626,,0.38,383780626
44,rpPcmcGQ5iTXDc5zF5owxwTifkTs1qYrA6,,382162270,,0.38,382162270
45,raQxZLtqurEXvH5sgijrif7yXMNwvFRkJN,Bybit (6),327378588,,0.33,327378588
46,rJpj1Mv21gJzsbsVnkp1U4nqchZbmZ9pM5,Binance (XRP-BF2 Reserve),325800010,,0.33,325800010
47,rNRc2S2GSefSkTkAiyjE6LDzMonpeHp6jS,SBI VC Trade (4),316869234,,0.32,316869234
48,rPoJNiCk7XSFLR28nH2hAbkYqjtMC3hK2k,chrislarsen (6),300188448,,0.3,300188448
49,rKNwXQh9GMjaU8uTqKLECsqyib47g5dMvo,Crypto.com (4),292714126,83000,0.29,292797126
50,rLD5k36bJkNk1HkYSSCJwM4jBXChHjRViQ,,280820819,,0.28,280820819
51,rDKw32dPXHfoeGoD3kVtm76ia1WbxYtU7D,Coinone (5),280329979,,0.28,280329979
52,rBB8peCvJcSbkmuQSe6ct6cujqNzz465cB,,259290894,,0.26,259290894
53,rP4X2hTa7A7udDbE6wczXvPz7XZ63sKxv3,,257533033,,0.26,257533033
54,rP3mUZyCDzZkTSd1VHoBbFt8HGm8fyq8qV,Binance (17),257281647,,0.26,257281647
55,rstryhbE73v18SnJ3R8j1FSNYFWCSdELEd,,241239608,,0.24,241239608
56,rH5wodHpZzeXBAWE36nMoRXGqeEjSdbzWU,,218802633,,0.22,218802633
57,rUzWJkXyEtT8ekSSxkBYPqCvHpngcy6Fks,OKX,214337464,250,0.21,214337714
58,rprAu33H7PLUc24EYiMcD3HKcZG18PFkzQ,,212132922,,0.21,212132922
59,rPh2BtTsJWsVLKUtp5RY6J9fTFekDgoQHN,,210669138,,0.21,210669138
60,rwBS6P88HnmTGkRgms78uM51LQL9p6Fcyb,Ripple (48),200000035,,0.2,200000035
61,rE5Ekd2hTy62WNbCfpsN9DEC4bd8utr5Cx,Ripple (46),200000025,,0.2,200000025
62,rpynXLU7rAHtdKmdwgiVqLSfz9xwDvK4hy,Ripple (47),200000025,,0.2,200000025
63,rBZz5VCEXpYzvhN8jWCC2Sb2QVDzsM5WKs,Ripple (49),200000025,,0.2,200000025
64,rG2eEaeiJou6cVQ3KtX7XMNwGhuW99xmHP,ahbritto (12),200000000,,0.2,200000000
65,ragKXjY7cBTXUus32sYHZVfkY46Nt2Q829,ahbritto (4),200000000,,0.2,200000000
66,rsF9cc6gniHLTR2Jng29ng21ez7L9PpmPt,ahbritto (5),200000000,,0.2,200000000
67,rJ5EJYsW6Vkeruj1LAmQYq3VP7QUQKBH1W,ahbritto (6),200000000,,0.2,200000000
68,rsXNUCJkXeyFuGHyfRnuWPita2ns32upBD,ahbritto (3),200000000,,0.2,200000000
69,rQKZSMgmBJvv3FvWj1vuGjUXnegTqJc25z,ahbritto (2),199999950,,0.2,199999950
70,rhtufNsYfrozs4GvSq4HMYcR9y3dg8FWdC,Ripple (52),195000080,,0.2,195000080
71,r4AUYDBeV8YaLDZwuXG28CQgZ8XrThy8F2,,180365023,,0.18,180365023
72,rP8GfS4Ku43STM9kHEoKeWVvhV1E525zfo,,180107804,,0.18,180107804
73,rhWVCsCXrkwTeLBg6DyDr7abDaHz3zAKmn,bitFlyer (4),178839748,,0.18,178839748
74,rBEc94rUFfLfTDwwGN7rQGBHc883c2QHhx,Uphold (4),160565973,,0.16,160565973
75,rfT19bmhihA4dc9YwRmmS3bHtN8eNee1EG,,153051170,,0.15,153051170
76,rnuDDzvYWTPqXTDVvwE9oLGLgxzV7Rpnpe,,145200053,,0.14,145200053
77,rDAE53VfMvftPB4ogpWGWvzkQxfht6JPxr,Binance (6),141826510,,0.14,141826510
78,rBxszqhQkhPALtkSpGuVeqR6hNtZ8xTH3T,KuCoin (7),141768080,,0.14,141768080
79,raBQUYdAhnnojJQ6Xi3eXztZ74ot24RDq1,Gemini (1),138615025,150,0.14,138615175
80,rQUUAjDPTLWTEHrpNtQvryUdvd1afc6TcB,,135629172,,0.14,135629172
81,rhDTe4SW6Tg4g3uWy66xJUuitsNYaRGgHZ,,127942119,,0.13,127942119
82,rEbXa31msPbPDZgmLMKH7CaKaf7VipoLBo,,126392005,,0.13,126392005
83,rLUrobvcPHmbRVgzgGA6Vsp7Eu7yBQpEQe,,125981946,,0.13,125981946
84,rsYFhEk4uFvwvvKJomHL7KhdF29r2sw9KD,Korbit (7),122521471,,0.12,122521471
85,r94JFtstbXmyG21h3RHKcNfkAHxAQ6HSGC,BTC Markets (1),118193347,,0.12,118193347
86,rMdvagR3K78g6hDZ8Wc65BKXjfMgMGtr2q,,112395839,,0.11,112395839
87,rnnFFYfPTLBqqeQfsvmyjKKKsK8FCp4Y4R,,111935200,,0.11,111935200
88,rPJ5GFpyDLv7gqeB1uZVUBwDwi41kaXN5A,Binance (12),109391996,,0.11,109391996
89,rH1dEntS4VgPBfzQTXZqTuWCAcq6g3xqLm,,107782357,,0.11,107782357
90,rNYqPrNofcA6GZaK51i4TC7vgpjvJAECqx,,106645635,,0.11,106645635
91,r9k6tXjR8ncGK4EMhyyLexYuENQXwT1rp1,,105256724,,0.1,105256724
92,rhWt2bhRq3wiK9sQnYVmhhKb5Dr2SE32hk,,103746672,,0.1,103746672
93,rHJgQ4Cbg7vACGVuGusaKfmr2nheCRefBS,,100000959,,0.1,100000959
94,rpULfqDP9mwijiueRA82fdmgW8dTbq73PT,,100000001,,0.1,100000001
95,rEbKBkgKSQgm5x8PycZc5VjdCVTmqYfcY1,ahbritto (11),99999999,,0.1,99999999
96,rGctqA9RLkaCKWDpZvF7hGDTd44d7dKvDN,,99751302,,0.1,99751302
97,r4cS6q2PVQcchTLTkF3jYehondv9sJ6QdW,,92835133,,0.09,92835133
98,rKV8HEL3vLc6q9waTiJcewdRdSFyx67QFb,Crypto.com Exchange (1),90390513,50,0.09,90390563
99,rDzNXRMRFucuyHqTiU8P64Ax2YUWraryqH,,90000143,,0.09,90000143
100,r4DbbWjsZQ2hCcxmjncr7MRjpXTBPckGa9,Bitrue Cold (2),88196139,,0.09,88196139
101,rMtoKCb4ZtS1UU5kD6B6KAKB85vH7JsAKo,,86075877,,0.09,86075877
102,rMJXDzU1N9ZSDzPF7s1i2GGKyjM2wB3iom,,82404501,,0.08,82404501
103,r3AEihLNr81VYUf5PdfH5wLPqtJJyJs6yY,,79860567,,0.08,79860567
104,rfFXKaCevRhNspPZK7xxHjqopr7Z9vX9sK,,79569043,,0.08,79569043
105,rXzRVoohqvahY4zyUrfmznpVgkLJsDCtd,,78363956,,0.08,78363956
106,r9C3MfuUnfTNWrXaWSuyRamGrzN6hN4dac,,74064227,,0.07,74064227
107,rrsSUzrT2mYAMiL46pm7cwn6MmMmxVkEWM,Bithumb (11),73272357,,0.07,73272357
108,rJHkpNJVRUKMGV3NV6FNccySKNwEFF9C4c,,71001196,,0.07,71001196
109,rGBd4yrHiDbKc2Yzo7fUFjWfFXmXXMeZqy,,70017873,,0.07,70017873
110,rW1gMG9wKxEtcxtEYihSwVLqpvQ37Y6Sv,,69224979,,0.07,69224979
111,rKZxyrN6QG8zHigceKinzgrq9jVMHv6uGf,,67674632,,0.07,67674632
112,rUYkx2mGm1m4wH75cgedu79vshbfDFUWj8,,62659437,,0.06,62659437
113,rM6iFmRjaDtBSNX5Sp3sY5rmVs25q94aYy,,61754122,,0.06,61754122
114,rJdEBYJ1jcfvs1bcJybyTRmsE7YdYJFsYW,,58261030,,0.06,58261030
115,rwBHqnCgNRnk3Kyoc6zon6Wt4Wujj3HNGe,Bybit (5),57941995,,0.06,57941995
116,rfwXrbGfk7muA1SbG965GyWL2bxnwcAB5E,,57706984,,0.06,57706984
117,raJHqa1o57DwjtrLCZjdkMKRtfHnbrwSse,Firi (4),57435976,,0.06,57435976
118,rf7ZLJtM8q9eB3mvurh8qTMGz8F59b2gMU,,57419369,,0.06,57419369
119,rM9e4hDCEu4hY8SESypL9ymM2sMauDCncf,Paribu (3),56203491,,0.06,56203491
120,r939h32f29EsRMj8LjCJ32Dw1z3sLUQXUm,,53730133,,0.05,53730133
121,rUWqYAJ4Tfvr1yBQkfDFGN6mpNwrNBZpCk,,53730122,,0.05,53730122
122,rGmQ54vQCdtFdkuHtRJxZa1t6NybYM7hw7,,53730122,,0.05,53730122
123,rGcunrDHjNEzyJ1ZBxF2zGMV1X3M5UqVgM,,53730112,,0.05,53730112
124,r3KczxSzs7nwDsd1qioSgxErNPJc8yPPu1,,52484468,,0.05,52484468
125,rGdKQGwo9DM43DSfDgkjx7ihdCHkJEnp1k,,52000021,,0.05,52000021
126,r9QJXDdDM1fYmqeyAWdkqLofgsoggNmM74,,50000090,,0.05,50000090
127,rfyE1wqH1YY3u6BcauQwYuoD13GVtJErXq,SwissBorg (3),49367061,1000,0.05,49368061
128,rHcFoo6a9qT5NHiVn1THQRhsEGcxtYCV4d,Gate.io (1),48531737,50000,0.05,48581737
129,rE3hWEGquaixF2XwirNbA1ds4m55LxNZPk,Bitfinex (2),48438784,,0.05,48438784
130,rLHzPsX6oXkzU2qL12kHCH8G8cnZv1rBJh,Kraken (1),48239059,,0.05,48239059
131,r3BFHL2EXZN4darZ7vH7BT7tP9tN7tyd6W,,46974481,,0.05,46974481
132,rUUn2LzyYDbMRcCKXyGh1m9yTd2CvJQHd7,,45111055,,0.04,45111055
133,rsSxRNdYoajcAvGe6c5fNYG4vuKu4kMxDW,,45071617,,0.04,45071617
134,rJoFuF6WaDxs4U94uKB9j5xomPstwRG1zN,,44419924,,0.04,44419924
135,razaE6HTEMUc9ogMYwmBT5GQk2b9qtbTnC,,43494455,,0.04,43494455
136,rHU6iE3RcZTWvSAkQuFdYVFjRHWtsFNRk7,,42671245,,0.04,42671245
137,rfzng8CpncsP2ZH2UhZPHpnE2wMoRhK9M4,,42170189,,0.04,42170189
138,r9V6GYWRQNLgveGrn8JkCRTU9GA8Phzufy,,40616559,,0.04,40616559
139,rEjne8Fg1ejafc9Js6BPjJjXEDRBTyyZre,,40000013,,0.04,40000013
140,rG5NJxrKGUgrsoLgBjddvpE8NfqLAgA95q,,40000011,,0.04,40000011
141,rf3QABZy2pexNqfbzyxXsTwY5iXRfNE1VP,,39602599,,0.04,39602599
142,r9qV5rKHJhRGwCnbZsgND4hsuHLH8UhVE4,,39154552,,0.04,39154552
143,rMvCasZ9cohYrSZRNYPTZfoaaSUQMfgQ8G,Bybit (4),38224670,,0.04,38224670
144,rGzX1VMQpextCR98yYEHS2W7DCtRPTK3WF,,36983190,,0.04,36983190
145,rrKjsvBUgcok6UL6vHwmdrM8M9mxw5ohP,,36230597,,0.04,36230597
146,rGDreBvnHrX1get7na3J4oowN19ny4GzFn,Bitget Global,35113856,20,0.04,35113876
147,rV9JsBSFRMdcxwAFAA6wbzgdYfAHpjN9f,,34989035,,0.04,34989035
148,rKUDvXFJMFu65LqPTH3Yfpii4rbKT9bSQT,,34587853,,0.04,34587853
149,rUWUJ2F3aZknSd8PVutoMnxowMK792maTD,,34411133,,0.03,34411133
150,rnaiDK2aDkDCCoRk3n9oyzbrtBcGPdHL2t,,34140574,,0.03,34140574
151,rMn4SutY41iGtMC87EE9BZ8hFSgBLCZdog,,33507237,,0.03,33507237
152,rJw1o6M4HhQ7i5gbuhkRdZQSg5bDMFYS4W,,32977448,,0.03,32977448
153,rEXmdJZRfjXN3XGVdz99dGSZpQyJqUeirE,,32098412,,0.03,32098412
154,rDecw8UhrZZUiaWc91e571b3TL41MUioh7,Binance (16),31262461,,0.03,31262461
155,rBjDVYtYxkBjcSbzMkSfnc31iSw8nsGR74,,30999900,,0.03,30999900
156,rfycjrGRMav6xcxcWyQ5JKjBFQXbog5K6q,,30999853,,0.03,30999853
157,rGNVd8ypXAAtExDGsJ7sV3feoPdwJ9wwAe,,30686027,,0.03,30686027
158,rKuP5k67YtHzsCmSQp7votF7u4afp4uNcm,,30323899,,0.03,30323899
159,rhDgyndaMdJXHGYHiSafy6aLynfcjofwmy,,30000018,,0.03,30000018
160,rKbs6qhu8orUJTdNf2q8zbBHGLKJbRYgr1,,29816274,,0.03,29816274
161,rNSFNMo5kfmZWR5Ryb3ZVEMm1ZncxwzMqa,,29749622,,0.03,29749622
162,rPvKH3CoiKnne5wAYphhsWgqAEMf1tRAE7,CoinJar,29618940,,0.03,29618940
163,rsTtGH7a9mom5X8Y9D3kxroXWvA912RgUZ,Coinbase (Cold 176),29576571,,0.03,29576571
164,rGriTJKG1i71mLssnwqoV6gPbSEv45nqur,Coinbase (Cold 236),29532544,,0.03,29532544
165,rBxDDgkamywW7WRegN4gVrGMwHTbdhnt8w,Coinbase (Cold 323),29532544,,0.03,29532544
166,r417XbsvuBJpkMC4eHtGpvAHxgC24mb6Nc,Coinbase (Cold 193),29532544,,0.03,29532544
167,rGG4LZruYFJ34PNCi1doapgA1hynz3gxX7,Coinbase (Cold 125),29532544,,0.03,29532544
168,rNaJVWotxZ9nGTBiHRWR6LR1deXHa8FRLf,Coinbase (Cold 418),29532544,,0.03,29532544
169,r9ZMdQ63S8NvgdCyLpfhkdbWDfQ57eKD9c,Coinbase (Cold 399),29532544,,0.03,29532544
170,r9mkuV6bpvok7SZ8Zargiw5KzZHDFbaApy,Coinbase (Cold 285),29532544,,0.03,29532544
171,rfVZkhcpMPBN6ZdyfTeHZ6d8Bn269s2vWM,Coinbase (Cold 310),29532544,,0.03,29532544
172,rPeuuqP9rNhskesoA3ferKfp6VT5SvLAzU,Coinbase (Cold 299),29532544,,0.03,29532544
173,rnVcQzWJP2sJbJF3GgvdAeqveW1V7dT2Vq,Coinbase (Cold 283),29532544,,0.03,29532544
174,raMRJ2d3djqwSUBK28W31R7aJQfK21zU1C,Coinbase (Cold 456),29532544,,0.03,29532544
175,rEWBvZyGHsQfofVJrmWRyvu7vhBB53r622,Coinbase (Cold 343),29532544,,0.03,29532544
176,rLW9gnQo7BQhU6igk5keqYnH3TVrCxGRzm,Bitfinex (1),29058419,500,0.03,29058919
177,rMC8Gih4GNNJL2QNbyfNHYEwjneX1LHdcc,,27875010,,0.03,27875010
178,rsgwNP2cyRHAcEbuRmboDQ4pmgemMNVZR3,,27847007,,0.03,27847007
179,rPgeFVvofU6zAL6L4AMfgKYQUtUoPeiQbV,,27551278,,0.03,27551278
180,rBRaRTaq99U216NSDt7dFRrfzAtZzyrgS6,Coinbase (Cold 188),27108604,,0.03,27108604
181,rPkUBHkNA41SDWk4RWuXUtKqHJb1oBARiv,,27066768,,0.03,27066768
182,rsVDKTbUceVQqNKrSzYj8HtkVcS7TuRWSN,Coinbase (Cold 36),27047891,,0.03,27047891
183,rBj8PDBTKKuXWJaWbaEtdkV8hq4oxRWhsB,Coinbase (Cold 392),27028666,,0.03,27028666
184,rMJbEvjzqVeGJHs5ySZvuF2dHhWKx69t6G,Coinbase (Cold 100),26951693,,0.03,26951693
185,rw4rHH5LrTUZ5WDXieCPT14E89PwnmXtoV,Coinbase (Cold 48),26897003,,0.03,26897003
186,rNbMpc8JgLKnXs51KVYAmt4zbDvE8kgQEi,Coinbase (Cold 232),26897003,,0.03,26897003
187,rBiCL18zasvY9e8M2ZSub6gyYfzmfK4356,,26700010,,0.03,26700010
188,rnaxGortNCoxkWUq18jCGmQDeCrLBmiz42,Coinbase (Cold 92),26671745,,0.03,26671745
189,rKmcvfZ4AeVCsJDNLZg3Xwbs86F33sC6bR,Coinbase (Cold 78),26671745,,0.03,26671745
190,rf9CWxJKUwHm4eZo3Z8SHi6Z1D6RoqFqqq,Coinbase (Cold 196),26671745,,0.03,26671745
191,rMsfxSZfdj3F1vBeVRte6b83LMV4AtZAHX,Coinbase (Cold 434),26671745,,0.03,26671745
192,rhyp1uMC9Xyj3Px8amUH3xVv6tbjYJkojs,Ripple (35),26575132,,0.03,26575132
193,rGMrBbRhpBLhZMzEKQTqhfGQnaTHhrfZCw,,26444454,,0.03,26444454
194,r9YMphxsqY1CQckqzDwfsutJhs9CwbWh97,,26399087,,0.03,26399087
195,rnYzsCmvD35kBntkY5g4kf7hStMGKSQfwz,Coinbase (Cold 149),26371811,,0.03,26371811
196,rJ1v4yzovV2BpDav4MegBeejPgwmPZZCNa,,25986355,,0.03,25986355
197,rJQC2RzzALgus6ZZgu34nXnpz67v3bRSzi,Coinbase (Cold 210),25526876,,0.03,25526876
198,raQ3drgGw2eFHTnck6SZxKe2JhQr8Lm8w1,Coinbase (Cold 108),25498189,,0.03,25498189
199,r939VcVXx5Zx9wJ1TL61StPEKaqaYf75XQ,Coinbase (Cold 104),25498189,,0.03,25498189
200,rGoDpsHfkkSvNatyXHZPiJk7qydd7uahQz,Coinbase (Cold 183),25498189,,0.03,25498189
201,r9rg8WT6KPXE8FGYbsGG6YaEG6wrbLxqF9,Coinbase (Cold 206),25498189,,0.03,25498189
202,rwvzy5nyGYfQKrgRFARGda6uCtnxLyGRBA,,25304966,,0.03,25304966
203,rwKpWJ54xAZFm5DTr7GUjREx6AK3MpAfae,,25245341,,0.03,25245341
204,rJnUXy7x3RW58Kien2eFtZEY2Pa3HBvpQ2,,25213100,,0.03,25213100
205,rNYW2bie6KwUSYhhtcnXWzRy5nLCa1UNCn,Bitrue Insurance Fund,25038857,,0.03,25038857
206,rPGnixkUqn7gSgj8MfdUt9S2vjqfT9Lrnw,,25000051,,0.03,25000051
207,rLFcVmFnZXEds2qQ4WH8A5U7xaKEzzkrBa,,25000001,,0.03,25000001
208,r4UuSEwzgjY5CugYNEWqA49hxvvE9ivJne,,25000001,,0.03,25000001
209,rwo9VH8iyq89ZaEipFsFsLgSrMABUkbBVY,,25000000,,0.03,25000000
210,rftUgG8yQLcSRecihGfPsRPez6g7ap7yz2,,25000000,,0.03,25000000
211,r38387ANCJNTnfEeJXZ8DMEsCq9g28w7qJ,,25000000,,0.03,25000000
212,rscK4E94r6KHfPxMCqpH5SB9q5M1NQDtAn,,25000000,,0.03,25000000
213,rp5kDwvghkEVQa48Yc7dyeBK6GUZfrdxYe,,25000000,,0.03,25000000
214,rnxe6F9Vtqtb9RNoKxuPtgrttEtFHM1aiA,,24954962,,0.03,24954962
215,rM7mvLE99LSt5DE7GvcnHVEgefzCZL2T4x,,24400000,,0.02,24400000
216,rE3Cc3i6163Qzo7oc6avFQAxQE4gyCWhGP,Bitkub (3),24264203,,0.02,24264203
217,rDsbeomae4FXwgQTJp9Rs64Qg9vDiTCdBv,Bitstamp (1),24078308,500,0.02,24078808
218,rp8Ygdyi2u7DZuMbchpFKBpsgSeg4LXDFQ,,23839902,,0.02,23839902
219,rNUSc5uLSSjf5jrzwPL4TsVab2QM62pgwX,,23599978,,0.02,23599978
220,rJLsUWGG45Qb4fkJjFuxASdzrJh5gqD2TW,,23225000,,0.02,23225000
221,rsCRCZmdw55EdXXAsQYExFLH5zrvbaFaAm,,23102180,,0.02,23102180
222,rp1edBgyjbAsjXXHrhGtGUK2v6D6XhMTwc,,22716774,,0.02,22716774
223,rJNVodKWXZMZfCd7BGGJpPYPuCdWHyNBq1,,22700000,,0.02,22700000
224,r9YMtQKy8uBkV66cyCvwiixmqE1VSudoBE,,22242279,,0.02,22242279
225,rEMjkJvtZ84uZYU7EpX8GYVbN2BrscTE9Z,,22117918,,0.02,22117918
226,rGzwBVxutLLaxfeE4mJWrxHX1SMRxjo7Am,,21900000,,0.02,21900000
227,rPmu958m6DTNZ6qfTJbLisHSv3w6BaJrgh,,21606660,,0.02,21606660
228,r4vVDzQJsT7HqmPoJy21RGJVUBFUXsQSXT,,20980083,,0.02,20980083
229,rnWnrbjNw5Ezdqy51a769Rror8U3xRkYxK,Coinbase (Cold 137),20525459,,0.02,20525459
230,rJR2LhwvGW1o5pGKix932ygARegeBGrUf5,,20449743,,0.02,20449743
231,rP4nVwhU3vqwxrPomeBems5h9ZbH2236gU,,20422105,,0.02,20422105
232,rEENamLrBTUw52GMUjwaogKzonHScXTGyy,,20283063,,0.02,20283063
233,rfoQcefqg2eWkR73GTCiqgG1zbii8a2WQJ,,20113521,,0.02,20113521
234,r3F5NsyiGwVYs2Rs3cCcrVw4t5wZP2ZxRr,Ripple (6),20000105,,0.02,20000105
235,rDK26ASe17eR4ZJafRzgJxeSJNwAhziAee,,20000035,,0.02,20000035
236,rKe7pZPwdKEubmEDCAu9djJVsQfK4Atmzr,,20000001,,0.02,20000001
237,rNu9U5sSouNoFunHp9e9trsLV6pvsSf54z,Gate.io (4),19923000,,0.02,19923000
238,rPEPYN8sHU3cytBwVm69qPbVztaoj7wNf,Mercado Bitcoin (3),19628179,,0.02,19628179
239,rE9Y3vr1G91YVU8RogzdY84xb48N3rKnvE,,19481792,,0.02,19481792
240,rwSgtqHqWtQGb2SduQQNfwRa1YK9AMtQrR,,19418357,,0.02,19418357
241,r3KfqsuMjp85ddhNN2xNAAbmrNKUgFbcpk,,19369746,,0.02,19369746
242,rHpmLokR3S5DVvHDDrKzGmhy73USWAV82R,,18990016,,0.02,18990016
243,rETGh3sCUHgXxru589FrpFQK9CJgBWj8Kw,,18948197,,0.02,18948197
244,r93oSNBKuFjuKt8GxhF8VYaGzzwsNDPaX5,Ripple (31),18744808,,0.02,18744808
245,r4qg4tANY3iXLchsFSm62mc2wmQyKvX3qf,,18400000,,0.02,18400000
246,rhw8wP5dNi5xtRS4ne5kdtxsejf8W2M7iD,,18300000,,0.02,18300000
247,rDPsqUeQCjkgfVJe2GEdxq9k8zwAx3YAkz,,18300000,,0.02,18300000
248,r4Pr9aBnqN84hbkmJo4HwUtLj63E5vGFyE,,17960406,,0.02,17960406
249,rDvdAQYaU8EnKH7c6F4W51ywWV58dJCWCx,,17799978,,0.02,17799978
250,rUzUMfsvSYxj9nMHRnSeYQXkY1rfoXgdZN,,17673785,,0.02,17673785
251,rUHDGGUSVPS6HcGrr5r67EQ4LTC4Kis3HR,,17643306,,0.02,17643306
252,rsGgsey46BENcq8vMxFkKJG1ptvtTAsgVs,,17201029,,0.02,17201029
253,r3EjD8wKrtWbsjZxaSfAoifEDWosh49Twe,,17137068,,0.02,17137068
254,raHzpPMCZKQpYBpwxXTbak2ZhYp89fjTS3,,16999956,,0.02,16999956
255,rwTjgH22nenAtDpPWy4g7xPhBqhVU845Az,Coinbase (Cold 265),16830264,,0.02,16830264
256,rBAzrxLFZSqni5K67kPqX3WN7VLDTcUVWJ,Coinbase (Cold 375),16820747,,0.02,16820747
257,rnioNuMG47FKY7sZ82EtKt1kBfD4Lg5M4S,Coinbase (Cold 122),16820483,,0.02,16820483
258,rMAxoQbdkCHYpH9VTmdiyrR1F7T4Yvyk2k,Coinbase (Cold 400),16814137,,0.02,16814137
259,rUejaQ5zgB7fMKhj72SPK7xAdGo6ujx2ca,Coinbase (Cold 87),16812902,,0.02,16812902
260,rGK3t5Ppw46RciqcHtrUtvcvhD7M99HJvU,Coinbase (Cold 379),16812124,,0.02,16812124
261,rUb2Ds39TAXnnbKekuUmJsZk11BaenHWHG,Coinbase (Cold 353),16812124,,0.02,16812124
